Opportunity Category,Gender,Country,Institution Name,Current/Intended Major,Status Description,SignUp_Year,SignUp_Month,SignUp_Day,Age,Opportunity_Duration,Churn
Engagement,1,United States,Gokaraju Rangaraju Institute Of Engineering And Technology,Computer Science,Team Allocated,2023,6,28,25,837,1
Engagement,2,India,Saint Louis University,Cyber Security,Team Allocated,2023,5,30,23,837,1
Engagement,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,16,25,837,1
Engagement,1,India,Saint Louis University,Other,Team Allocated,2023,4,28,23,837,1
Engagement,1,India,Vemana Institute Of Technology,Computer Science,Team Allocated,2023,7,19,22,837,1
Engagement,2,Turkey,İstanbul Bilgi University,International Business Management,Team Allocated,2023,8,7,29,837,1
Engagement,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,7,9,25,837,1
Engagement,1,United States,Saint Louis University,Computer Science,Team Allocated,2023,4,24,25,837,1
Engagement,1,United States,Vignan University For Science Research And Technology,Information Systems,Team Allocated,2023,9,23,23,837,1
Engagement,2,India,Saint Louis University,Information Systems,Team Allocated,2023,4,25,26,837,1
Engagement,2,India,Saint Louis University,Artificial Intelligence,Team Allocated,2023,6,1,25,837,1
Engagement,2,India,Saint Louis University,Information Systems,Team Allocated,2023,7,6,27,837,1
Engagement,2,United States,Creighton University,Other,Team Allocated,2023,5,22,57,554,1
Engagement,2,India,Vignan'S Lara Institute Of Technology & Science,Information Systems,Applied,2023,2,23,24,1128,1
Engagement,1,United States,Saint Louis University,Computer Science,Team Allocated,2023,8,18,25,554,1
Engagement,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,6,25,23,554,1
Engagement,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,10,3,25,554,1
Engagement,2,India,Saint Louis University,Information Systems,Team Allocated,2023,4,25,24,554,1
Engagement,2,United States,Saint Louis University,Software Engineering,Team Allocated,2023,1,5,27,554,1
Event,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,8,18,25,-1,1
Event,2,India,Pragati Mahavidayalaya Degree & P.G.College  King Koti  Hyderabad.,Business Administration,Team Allocated,2023,7,7,24,-1,1
Event,2,India,Illinois Institute Of Technology,Computer Science and Engineering,Withdraw,2023,5,31,24,-1,1
Event,2,Ghana,Christian Service University College,Accounting and Finance,Team Allocated,2024,2,8,34,-1,1
Event,1,India,Muffakham Jah College Of Engineering And Technology,Computer Science,Team Allocated,2023,5,16,24,-1,1
Event,2,India,Jntuhceh,Information Systems,Team Allocated,2023,7,9,27,-1,1
Event,1,United States,Saint Louis University,Information Systems,Team Allocated,2024,1,13,25,-1,1
Event,1,United States,Saint Louis University,Computer Science and Information Systems,Team Allocated,2023,7,20,26,-1,1
Event,2,India,Eiilm,Information Technology,Team Allocated,2023,12,27,41,-1,1
Event,2,India,Avinash College Of Commerce,BBA,Team Allocated,2023,12,7,22,-1,1
Event,1,Zimbabwe,Kamuzu University Of Health Sciences,Medicine,Team Allocated,2024,1,22,20,-1,1
Event,2,United States,Saint Louis University,Data Analytics,Team Allocated,2024,1,30,23,-1,1
Event,1,United States,Illinois Institute Of Technology,Information Technology and Management,Team Allocated,2024,1,19,23,-1,1
Event,1,India,Kakinada Institute Of Engineering And Technology For Women'S,Data Science and Artificial Intelligence,Team Allocated,2024,1,7,22,-1,1
Event,1,India,Mvsr Engineering College,Eee,Team Allocated,2023,1,5,25,-1,1
Event,2,United States,Saint Louis University,Computer Science,Rewards Award,2023,4,17,24,-1,1
Event,2,India,Saint Louis University,Cyber Security,Team Allocated,2024,1,4,23,-1,1
Event,1,Pakistan,Nust,Computer Science and Engineering,Team Allocated,2023,7,31,24,-1,1
Event,1,India,Sri Indu College Of Engineering And Technology,Information Technology,Team Allocated,2024,1,4,26,-1,1
Event,1,India,Saint Louis University,Information Systems,Team Allocated,2023,6,30,24,-1,1
Event,2,United States,Saint Louis University,Other,Team Allocated,2023,7,26,27,-1,1
Event,2,India,Pace Institute Of Technology And Sciences,Artificial Intelligence and Machine learning,Team Allocated,2024,1,7,22,-1,1
Event,2,United States,Blue Valley Southwest,Biology,Team Allocated,2023,10,26,19,-1,1
Event,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,9,25,24,-1,1
Event,2,United States,Gm Institute Of Technology,Computer Science,Team Allocated,2023,7,9,24,-1,1
Event,2,Nigeria,Saint Louis University,Cyber Security,Team Allocated,2024,2,8,48,-1,1
Event,1,India,Saint Louis University,Public Health,Team Allocated,2023,7,9,28,-1,1
Event,2,India,Vishnu Institute Of Technology,Computer Science and Information Systems,Team Allocated,2023,4,30,25,-1,1
Event,1,Cote d'Ivoire,Morning Glory International School,Biochemistry,Team Allocated,2023,3,13,20,-1,1
Event,2,United States,Saint Louis University,Business Analytics,Team Allocated,2023,12,7,24,-1,1
Event,2,Nigeria,Kano University Of Science And Technology Wudil,Electrical Engineering,Team Allocated,2023,11,13,37,-1,1
Event,2,India,R. C. Patel Institute Of Technology,Mechanical Engineering,Team Allocated,2023,6,16,26,-1,1
Event,1,India,Kodada Institute Of Technology & Science For Women,Information Systems,Team Allocated,2023,5,22,27,-1,1
Event,2,India,Saint Louis University,Artificial Intelligence,Team Allocated,2024,1,22,24,-1,1
Event,2,United States,Saint Louis University,Health Data Science,Team Allocated,2023,8,6,29,-1,1
Event,1,Nigeria,Rivers State University,Quantity Surveying,Team Allocated,2024,2,12,26,-1,1
Event,2,India,St. Xaviers College,Commerce,Team Allocated,2023,3,26,22,-1,1
Event,2,India,Dav School  Bhabua,Aerospace Engineering,Team Allocated,2023,5,22,20,-1,1
Event,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,12,20,23,-1,1
Event,2,India,Saint Louis University,Project Management,Team Allocated,2023,3,20,24,-1,1
Event,2,India,Dhanekula Institute Of Engineering And Technology,Computer Science and Engineering,Team Allocated,2024,2,13,25,-1,1
Event,2,United States,Saint Louis University,Computer Science,Team Allocated,2023,12,28,25,-1,1
Event,1,United States,Saint Louis University,Supply Chain Management,Team Allocated,2023,8,24,31,-1,1
Event,1,India,Deen Dayal Upadhyaya College  University Of Delhi,English Language and Literature,Team Allocated,2023,9,19,20,-1,1
Event,1,India,Amity University Online,Business Analytics,Team Allocated,2023,9,29,29,-1,1
Event,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,8,30,28,-1,1
Event,2,Nigeria,University Of Benin,International Relations,Team Allocated,2023,1,18,24,-1,1
Event,2,Zimbabwe,Midlands State University,Information Systems,Team Allocated,2023,8,15,25,-1,1
Event,2,United States,Saint Louis University,Information Science,Team Allocated,2024,1,8,26,-1,1
Event,2,United States,Saint Louis University,Information Systems,Team Allocated,2023,11,27,28,-1,1
Event,2,India,Campus Law Cente  Du,Law and Legal Studies,Team Allocated,2023,8,22,28,-1,1
Event,1,United States,Saint Louis University,Analytics,Team Allocated,2024,2,1,25,-1,1
Event,2,India,Mit-Wpu,Pharmacy and Pharmacology,Team Allocated,2023,9,24,25,-1,1
Event,1,United States,Saint Louis University,Health Data Science,Team Allocated,2024,1,26,30,-1,1
Event,1,India,Nit Durgapur,Chemistry,Team Allocated,2023,9,30,22,-1,1
Event,1,United States,Saint Louis University,Health Data Science,Team Allocated,2023,10,4,27,-1,1
Event,2,India,Jntuh,Btech,Team Allocated,2024,2,9,29,-1,1
Event,2,Nigeria,Ahmadu Bello University Zaria,Chemistry,Team Allocated,2023,11,22,27,-1,1
Event,2,Pakistan,Wah Engineering College,Mechatronics Engineering,Team Allocated,2023,3,27,23,-1,1
Event,2,Pakistan,Beaconhouse Juniper Campus,Physics,Team Allocated,2023,9,25,19,-1,1
Event,2,Gambia,University Of The Gambia,Computer Science,Team Allocated,2024,2,11,25,-1,1
Event,2,Ghana,Methodist University,Economics,Team Allocated,2024,2,14,43,-1,1
Event,2,India,Saint Louis University,Information Systems,Team Allocated,2024,1,12,24,-1,1
Event,1,United States,Saint Louis University,Information Systems,Team Allocated,2023,6,25,23,-1,1
Event,2,United States,Saint Louis University,Applied Financial Economics,Team Allocated,2024,1,21,31,-1,1
Event,1,United States,Saint Louis University,Analytics,Team Allocated,2024,1,14,26,-1,1
